ID,Cusip,Ticker from BQNT,Name,Pricing Date,Maturity Date,First call date,Redeemable,First Put  Date,Issue Size ($mm),Conversion Premium,Coupon,Conversion Price (at issue),Conversion Ratio (at issue),Conversion Price (adjusted),Conversion Ratio (adjusted),Split,Multiplier,Upper Strike (adjusted),Derivative,Type,Upper Strike,Effective Premium,Derivative Cost,Cost in Bond Points,VWAP Period,Net Proceeds,Date of Transaction,Maturity/Put,Term,Unadjusted Share price at issue,Adjusted Stock price at issue,Adjusted Stock price at maturity,CAGR (Adj),CAGR (unadj),Stock Price,Conversion Price
84,786449AJ7 Corp,SFES,SFE 5 1/4 05/15/18,11/14/2012,11/15/2018,11/15/2016,Soft Call,-,55,0.271388499,0.0525,18.125793,55.17,18.1258,55.17,No,,,No,,,,,,,55,11/15/2018,Maturity,6,14.26,14.26,8.18,-0.088428137,-0.088428137,8.18,18.125793
85,292554AC6 Corp,ECPG,ECPG 3 11/27/17,11/20/2012,11/27/2017,-,No,-,115,0.24990099,0.03,31.56246844,31.6832,31.5625,31.6832,No,,44.1875,Yes,Tax-Integrated,44.1875,0.75,10,0.086956522,80,105,11/27/2017,Maturity,5,25.25,25.25,45.4,0.123987518,0.112919573,43.2,31.56246844
86,04013VAA6 Corp,ACRE,ACRE 7 12/15/15,12/13/2012,12/15/2015,-,No,-,69,0.149815043,0.07,18.65299278,53.6107,18.653,53.6107,No,,,No,,,,,,,69,12/15/2015,Maturity,3,16.22,16.22,11.67,-0.103752209,-0.103752209,11.67,18.65299278
87,74348TAH5 Corp,PSEC,PSEC 5 7/8 01/15/19,12/17/2012,1/15/2019,-,No,-,200,0.150458716,0.05875,12.53499985,79.7766,12.5274,79.8248,No,,,No,,,,,,,200,1/15/2019,Maturity,6,10.9,10.9,6.66,-0.077858397,-0.077858397,6.66,12.52743508
88,82823LAC0 Corp,SSRM,SSRMCN 2 7/8 02/01/33,1/10/2013,1/16/2033,2/1/2018,Soft/Call,2/1/2020,265,0.428571429,0.02875,20,50,20,50,No,,,No,,,,,,,265,2/1/2020,Put,7,14,14,18.31,0.038756746,0.038756746,18.31,20
89,695127AA8 Corp,PCRX,PCRX 3 1/4 02/01/19,1/16/2013,2/1/2019,2/1/2017,Soft Call,-,120,0.325146823,0.0325,24.81728276,40.2945,24.8173,40.2945,No,,,No,,,,,,,120,2/1/2019,Maturity,6,18.73,18.73,40.68,0.136981378,0.136981378,40.68,24.81728276
90,48666KAS8 Corp,KBH,KBH 1 3/8 02/01/19,1/23/2013,2/1/2019,11/6/2018,Call,-,230,0.469135802,0.01375,27.37498529,36.5297,27.375,36.5297,No,,,No,,,,,,,230,2/1/2019,Maturity,6,18.63,18.63,21.41,0.023364043,0.023364043,21.41,27.37498529
91,68375NAA1 Corp,OPK,OPK 3 02/01/33,1/24/2013,2/1/2033,2/1/2017,Soft/Call,2/1/2019,175,0.200339559,0.03,7.068001954,141.4827,7.068,141.4827,No,,,No,,,,,,,175,2/1/2019,Put,6,5.89,5.89,3.68,-0.075162579,-0.075162579,3.68,7.067986967
92,595112AS2 Corp,MU,MU 1 5/8 02/15/33,2/6/2013,2/15/2033,2/20/2018,Call,2/15/2018,300,0.374842767,0.01625,10.93125552,91.4808,10.9313,91.4808,No,,,No,,,,,,,300,2/15/2018,Put,5,7.95,7.95,43.45,0.402137413,0.402137413,43.45,10.93125552
93,595112AT0 Corp,MU,MU 2 1/8 02/15/33,2/6/2013,2/15/2033,2/20/2020,Call,2/15/2020,300,0.374842767,0.02125,10.93125552,91.4808,10.9313,91.4808,No,,,No,,,,,,,300,2/15/2020,Put,7,7.95,7.95,58.5,0.328575677,0.328575677,58.5,10.93125552
94,004397AC9 Corp,ARAY,ARAY 3 1/2 02/01/18,2/7/2013,2/1/2018,-,No,-,115,0.20045045,0.035,5.32799965,187.6877,5.328,187.6877,No,,,No,,,,,,,115,2/1/2018,Maturity,5,4.44,4.44,5.65,0.049549935,0.049549935,5.65,5.327991134
95,85571BAA3 Corp,STWD,STWD 4.55 03/01/18,2/11/2013,3/1/2018,-,No,-,600,0.1,0.0455,28.13800049,35.5391,20.685,48.3443,Yes,0.735125505,,No,,,,,,,600,3/1/2018,Maturity,5,25.58,20.6249,20.25,-0.003621966,-0.0451659,20.25,20.68496183
96,60855RAC4 Corp,MOH,MOH 1 1/8 01/15/20,2/11/2013,1/15/2020,-,No,-,550,0.324991875,0.01125,40.77023121,24.5277,40.7702,24.5277,No,,53.8475,Yes,Tax-Integrated,53.8475,0.75,74.3,0.135090909,160,475.7,1/15/2020,Maturity,7,30.77,30.77,131.85,0.233729951,0.296434219,185.8822,40.77023121
97,346232AB7 Corp,FOR,FOR 3 3/4 03/01/20,2/20/2013,3/1/2020,-,No,-,125,0.375070185,0.0375,24.48870087,40.8351,51.4235,8.1719,Yes,4.99700918,,No,,,,,,,125,3/1/2020,Maturity,7,17.81,17.81,17.89,0.000637678,0.000637678,17.89,122.370263
98,758075AB1 Corp,RWT,RWT 4 5/8 04/15/18,2/28/2013,4/15/2018,-,No,-,287.5,0.199901283,0.04625,24.31197121,41.132,24.312,41.132,No,,,No,,,,,,,287.5,4/15/2018,Maturity,5,20.26,20.26,15.13,-0.055377172,-0.055377172,15.13,24.31197121
99,55292PAB1 Corp,MHO,MHO 3 03/01/18,3/5/2013,3/1/2018,3/6/2016,Soft Call,-,86.25,0.374893617,0.03,32.31247455,30.9478,32.3125,30.9478,No,,,No,,,,,,,86.25,3/1/2018,Maturity,5,23.9,23.9,29.05,0.039889988,0.039889988,29.05,32.31247455
100,552848AE3 Corp,MTG,MTG 2 04/01/20,3/6/2013,4/1/2020,4/10/2017,Soft Call,-,500,0.349514563,0.02,6.952497754,143.8332,6.9525,143.8332,No,,,No,,,,,,,500,4/1/2020,Maturity,7,5.61,5.61,6.35,0.017681203,0.017681203,6.35,6.952507422
101,44927XAA3 Corp,IVR,IVR 5 03/15/18,3/6/2013,3/15/2018,-,No,-,400,0.150048403,0.05,23.75900763,42.0893,23.759,42.0893,No,,,No,,,,,,,400,3/15/2018,Maturity,5,20.66,206.6,165,-0.043757843,-0.043757843,16.5,23.75900763
102,79466LAC8 Corp,CRM,CRM 0 1/4 04/01/18,3/12/2013,4/1/2018,-,No,-,1150,0.469992809,0.0025,265.759491,3.7628,66.4399,15.0512,Yes,0.250000047,90.39501694,Yes,Tax-Integrated,361.58,1,69,0.06,80,1081,4/1/2018,Maturity,5,180.79,45.1975,116.3,0.205689763,-0.038559254,148.2128,66.43988519
103,912909AH1 Corp,X,X 2 3/4 04/01/19,3/20/2013,4/1/2019,4/5/2017,Soft Call,-,316.25,0.300257069,0.0275,25.28502545,39.5491,25.285,39.5491,No,,,No,,,,,,,316.25,4/1/2019,Maturity,6,19.45,19.45,19.49,0.00034073,0.00034073,19.49,25.28502545
104,19624RAA4 Corp,DBRG,DBRG 5 04/15/23,4/4/2013,4/15/2023,4/22/2020,Soft Call,-,200,0.1002331,0.05,23.59499931,42.3819,63.0219,15.8675,Yes,2.670985461,,No,,,,,,,200,4/15/2023,Maturity,10,21.44545488,21.44545488,11.71,-0.058539265,-0.058539265,11.71,63.02190011
105,70932AAA1 Corp,PMT,PMT 5 3/8 05/01/20,4/24/2013,5/1/2020,-,No,-,250,0.250104734,0.05375,29.83749962,33.5149,29.5275,33.8667,No,,,No,,,,,,,250,5/1/2020,Maturity,7,23.87,23.87,10.4,-0.111623212,-0.111623212,10.4,29.52752999
106,868459AA6 Corp,SUPN,SUPN 7 1/2 05/01/19,4/25/2013,5/1/2019,5/1/2017,Soft Call,-,90,0.175166297,0.075,5.299251375,188.7059,5.2993,188.7059,No,,,No,,,,,,,90,5/1/2019,Maturity,6,4.51,4.51,36.73,0.417055561,0.417055561,36.73,5.299248567
107,88160RAA9 Corp,TSLA,TSLA 1 1/2 06/01/18,5/16/2013,6/1/2018,-,No,-,660,0.349956635,0.015,124.5236969,8.0306,124.5237,8.0306,No,,,No,,,,,,,660,6/1/2018,Maturity,5,92.248,6.1499,18.982,0.250505872,0.250507216,284.73,124.5236969
108,302693AA4 Corp,GLBR,GLBR 2 1/4 06/15/18,5/28/2013,6/15/2018,-,No,-,172.5,0.324858757,0.0225,18.76200676,53.2992,187.6201,5.3299,Yes,10.00000049,,No,,,,,,,172.5,6/15/2018,Maturity,5,14.16,141.6,0.2,-0.727525178,-0.570013163,0.2,187.6200768
109,741503AR7 Corp,BKNG,BKNG 0.35 06/15/20,5/29/2013,6/15/2020,-,No,-,1000,0.659913918,0.0035,1315.09729,0.7604,1315.0973,0.7604,No,,,No,,,,,,,1000,6/15/2020,Maturity,7,792.27,792.27,1623.92,0.107251854,0.107251854,1623.92,1315.097317
110,98138HAA9 Corp,WDAY,WDAY 0 3/4 07/15/18,6/11/2013,7/15/2018,-,No,-,350,0.349975685,0.00753,83.28128253,12.0075,83.2813,12.0075,No,,,No,,,,,,,350,7/15/2018,Maturity,5,61.69,61.69,134.76,0.165765069,0.165765069,134.76,83.28128253
111,98138HAB7 Corp,WDAY,WDAY 1 1/2 07/15/20,6/11/2013,7/15/2020,-,No,-,250,0.325012158,0.015,81.73941475,12.234,81.7394,12.234,No,,,No,,,,,,,250,7/15/2020,Maturity,7,61.69,61.69,185.68,0.168030652,0.168030652,185.68,81.73941475
112,874054AD1 Corp,TTWO,TTWO 1 07/01/18,6/12/2013,7/1/2018,-,No,-,287.5,0.400130124,0.01,21.5180095,46.4727,21.518,46.4727,No,,,No,,,,,,,287.5,7/1/2018,Maturity,5,15.37,15.37,118.36,0.497801293,0.497801293,118.36,21.5180095
113,01988PAC2 Corp,MDRX,MDRX 1 1/4 07/01/20,6/12/2013,7/1/2020,-,No,-,345,0.300302572,0.0125,17.18599891,58.1869,17.186,58.1869,No,,23.135,Yes,Tax-Integrated,23.135,0.75,31.6,0.091594203,70,313.4,7/1/2020,Maturity,7,13.22,13.22,6.77,-0.090525954,-0.008924946,12.41,17.18599891
114,30225VAC1 Corp,EXR,EXR 2 3/8 07/01/33,6/17/2013,7/1/2033,7/5/2018,Call,7/1/2018,250,0.299953315,0.02375,55.69200134,17.9559,52.8201,18.9322,Yes,0.948431766,,No,,,,,,,250,7/1/2018,Put,5,42.84,42.84,99.81,0.182763557,0.182763557,99.81,52.82006317
115,292554AE2 Corp,ECPG,ECPG 3 07/01/20,6/18/2013,7/1/2020,-,No,-,172.5,0.299971567,0.03,45.72097404,21.8718,45.721,21.8718,No,,61.5475,Yes,Capped Call,61.5475,0.75,15.8,0.091594203,30,156.7,7/1/2020,Maturity,7,35.17,35.17,34.18,-0.00404981,-0.003223629,34.38,45.72097404
116,35952HAA4 Corp,FCEL,FCEL 8 06/15/18,6/19/2013,6/15/2018,-,No,-,38,0.139705882,0.08,1.549999977,645.1613,1.55,645.1613,No,,,No,,,,,,,38,6/15/2018,Maturity,5,1.36,5875.3058,637.2089,-0.35935043,-0.359349911,0.1475,1.550000698
117,85571BAB1 Corp,STWD,STWD 4 01/15/19,6/27/2013,1/15/2019,-,No,-,460,0.099874634,0.04,26.32299423,37.9896,19.2259,52.0131,Yes,0.730385214,,No,,,,,,,460,1/15/2019,Maturity,5.5,23.93,19.2945,20.91,0.014593283,-0.024014234,20.91,19.22592578
118,92209XAA1 Corp,VTGDF,VTGDF 5 1/2 07/15/43,7/10/2013,7/15/2043,7/15/2016,Soft/Call,7/15/2016,100,0.225641026,0.055,2.388750514,418.6289,2.3888,418.6289,No,,,No,,,,,,,100,7/15/2016,Put,3,1.95,1.95,0.012,-0.815309326,-0.815309326,0.012,2.388749943
119,04010LAK9 Corp,ARCC,ARCC 4 3/8 01/15/19,7/15/2013,1/15/2019,-,No,-,300,0.150028523,0.04375,20.15950198,49.6044,20.1595,49.6044,No,,,No,,,,,,,300,1/15/2019,Maturity,5.5,17.53,17.53,16.26,-0.013580684,-0.013580684,16.26,20.15950198
120,47012EAE6 Corp,JAKK,JAKK 4 1/4 08/01/18,7/18/2013,8/1/2018,-,No,-,100,0.249463903,0.0425,8.743750404,114.3674,8.7438,114.3674,No,,,No,,,,,,,100,8/1/2018,Maturity,5,6.995,69.95,23,-0.198172821,-0.198172821,2.3,8.743780986
121,73640QAA3 Corp,PRAA,PRAA 3 08/01/20,8/6/2013,9/1/2018,-,No,-,287.5,0.350359712,0.0275,65.71511185,15.2172,65.7151,15.2172,No,,,No,,,,,,,287.5,9/1/2018,Maturity,5,51.75,51.75,36.55,-0.066296113,-0.066296113,36.55,65.71511185
122,750917AD8 Corp,RMBS,RMBS 1 1/8 08/15/18,8/12/2013,8/15/2018,-,No,-,138,0.374715262,0.01125,12.07249776,82.8329,12.0725,82.8329,No,,,No,,,,,,,138,8/15/2018,Maturity,5,8.78,8.78,11.97,0.063837108,0.063837108,11.97,12.07249776
123,11777QAA8 Corp,BTG,BTOCN 3 1/4 10/01/18,8/19/2013,10/1/2018,10/6/2016,Soft Call,-,258.75,0.374125874,0.0325,3.932499434,254.2912,3.9325,254.2912,No,,,No,,,,,,,258.75,10/1/2018,Maturity,5,2.86,2.86,2.3,-0.0416946,-0.0416946,2.3,3.932502527
124,184499AB7 Corp,CLNE,CLNE 5 1/4 10/01/18,9/10/2013,10/1/2018,10/5/2016,Soft Call,-,250,0.249499399,0.0525,15.59999126,64.1026,15.6,64.1026,No,,,No,,,,,,,250,10/1/2018,Maturity,5,12.485,12.485,2.6,-0.266688335,-0.266688335,2.6,15.59999126
125,36191JAA9 Corp,SSSS,SSSS 5 1/4 09/15/18,9/11/2013,9/15/2018,-,No,-,69,0.325183374,0.0525,16.25779915,61.5091,11.9962,83.3596,Yes,0.737874708,,No,,,,,,,69,9/15/2018,Maturity,5,12.27,12.27,6.98,-0.106466551,-0.106466551,6.98,11.99621879
126,74365AAB7 Corp,PLX,PLX 4 1/2 09/15/18,9/12/2013,9/15/2018,9/19/2016,Soft Call,-,69,0.220338983,0.045,5.758401652,173.6593,5.7584,173.6593,No,,,No,,,,,,,69,9/15/2018,Maturity,5,4.72,47.2,5.05,-0.359980969,-0.359980969,0.505,5.7584116
127,393222AC8 Corp,GPRE,GPRE 3 1/4 10/01/18,9/16/2013,10/1/2018,10/1/2016,Soft Call,-,120,0.225029377,0.0325,20.84950066,47.9627,19.7441,50.6481,Yes,0.946980822,,No,,,,,,,120,10/1/2018,Maturity,5,17.02,17.02,17.2,0.002088842,0.002088842,17.2,19.74407727
128,09061GAE1 Corp,BMRN,BMRN 0 3/4 10/15/18,10/8/2013,10/15/2018,-,No,-,375,0.4,0.0075,94.15043356,10.6213,94.1504,10.6213,No,,121.05,Yes,Capped Call,121.05,0.8,13.515,0.03604,30,361.485,10/15/2018,Maturity,5,67.25,67.25,99.51,0.081192545,0.079455251,98.71,94.15043356
129,09061GAF8 Corp,BMRN,BMRN 1 1/2 10/15/20,10/8/2013,10/15/2020,-,No,-,375,0.4,0.015,94.15043356,10.6213,94.1504,10.6213,No,,121.05,Yes,Capped Call,121.05,0.8,13.515,0.03604,30,361.485,10/15/2020,Maturity,7,67.25,67.25,78.79,0.022817917,0.019040454,76.77,94.15043356
130,22943FAC4 Corp,TCOM,TCOM 1 1/4 10/15/18,10/10/2013,10/15/2018,-,No,10/15/2016,800,0.425013634,0.0125,78.38960266,12.7568,39.1948,25.5136,Yes,0.499999758,,No,,,,,,,800,10/15/2016,Put,3,27.505,27.505,46.57,0.190913538,0.190913538,46.57,39.19478239
131,81762PAA0 Corp,NOW,NOW 0 11/01/18,11/6/2013,11/1/2018,-,No,-,575,0.375023264,0,73.87870594,13.5357,73.8787,13.5357,No,,107.46,Yes,Tax-Integrated,107.46,1,51.3,0.089217391,60,523.7,11/1/2018,Maturity,5,53.73,53.73,181.04,0.275867116,0.273056244,179.06,73.87870594
132,45337CAM4 Corp,INCY,INCY 0 3/8 11/15/18,11/7/2013,11/15/2018,-,No,-,375,0.400054098,0.00375,51.75795908,19.3207,51.758,19.3207,No,,,No,,,,,,,375,11/15/2018,Maturity,5,36.97,36.97,64.15,0.115983132,0.115983132,64.15,51.75795908
133,45337CAN2 Corp,INCY,INCY 1 1/4 11/15/20,11/7/2013,11/15/2020,-,No,-,375,0.400054098,0.0125,51.75795908,19.3207,51.758,19.3207,No,,,No,,,,,,,375,11/15/2020,Maturity,7,36.97,36.97,82.53,0.121154672,0.121154672,82.53,51.75795908
134,09257WAA8 Corp,BXMT,BXMT 5 1/4 12/01/18,11/19/2013,12/1/2018,-,No,-,172.5,0.150080257,0.0525,28.65800095,34.8943,27.3619,36.5472,Yes,0.954772711,,No,,,,,,,172.5,12/1/2018,Maturity,5,24.92,24.92,35.1,0.070421402,0.070421402,35.1,27.36187724
135,67066GAB0 Corp,NVDA,NVDA 1 12/01/18,11/25/2013,12/1/2018,-,No,-,1500,0.299806576,0.01,20.1629982,49.5958,20.0242,49.9395,No,,27.1425,Yes,Tax-Integrated,27.1425,0.75,108,0.072,80,1392,12/1/2018,Maturity,5,15.51,0.3878,4.0858,0.599021655,0.604953928,166.475,20.02422932
136,749685AT0 Corp,RPM,RPM 2 1/4 12/15/20,12/3/2013,12/15/2020,12/20/2017,Soft Call,-,205,0.370082816,0.0225,52.91061401,18.8905,52.0263,19.2211,Yes,0.983283973,,No,,,,,,,205,12/15/2020,Maturity,7,38.64,38.64,86.44,0.121288066,0.121288066,86.44,52.02615875
137,836034AA6 Corp,SFUNY,SFUN 2 12/15/18,12/4/2013,12/15/2018,-,No,12/15/2016,400,0.39994577,0.02,103.2641983,9.6839,19.619,50.9709,Yes,0.189988765,,No,,,,,,,400,12/15/2016,Put,3,73.76,696.0798,140.6126,-0.410084755,-0.653144338,2.98,19.61903753
138,40416EAA1 Corp,HCI,HCI 3 7/8 03/15/19,12/5/2013,3/15/2019,-,No,-,103,0.300104058,0.03875,62.46490097,16.009,61.3825,16.2913,Yes,0.982671144,,No,,,,,,,103,3/15/2019,Maturity,5.5,48.05,48.05,42.75,-0.02190096,-0.02190096,42.75,61.38245567
139,87305RAD1 Corp,TTMI,TTMI 1 3/4 12/15/20,12/16/2013,12/15/2020,-,No,-,250,0.250324254,0.0175,9.637504542,103.7613,9.6375,103.7613,No,,,No,,,,,,,250,12/15/2020,Maturity,7,7.71,7.71,13.29,0.080923417,0.080923417,13.29,9.637532406
140,47759TAB6 Corp,JKS,JKS 4 02/01/19,1/15/2014,2/1/2019,-,No,2/1/2017,150,0.3,0.04,45.82510391,21.8221,45.8251,21.8221,No,,,No,,,,,,,150,2/1/2017,Put,3,36.26,36.26,14.32,-0.262998278,-0.262998278,14.32,45.82510391
141,34385PAA6 Corp,LAB,LAB 2 3/4 02/01/34,1/29/2014,2/1/2034,2/6/2018,Soft/Call,2/6/2021,201.25,0.3998999,0.0275,55.94409943,17.875,55.9441,17.875,No,,,No,,,,,,,201.25,2/6/2021,Put,7,39.96,39.96,6.88,-0.22168715,-0.22168715,6.88,55.94405594
142,42703MAA1 Corp,HLF,HLF 2 08/15/19,2/3/2014,8/15/2019,-,No,-,1150,0.250072443,0.02,86.27529907,11.5908,43.058,23.2245,Yes,0.499076538,60.28345501,Yes,Capped Call,120.79,0.750072443,124,0.107826087,30,1026,8/15/2019,Maturity,5.5,69.02,34.51,36.06,0.007971681,-0.092952255,40.228,43.05797757
143,136635AD1 Corp,CSIQ,CSIQ 4 1/4 02/15/19,2/11/2014,2/15/2019,2/21/2017,Soft Call,-,150,0.25,0.0425,45.000045,22.2222,45,22.2222,No,,,No,,,,,,,150,2/15/2019,Maturity,5,36.17,36.17,21.14,-0.101631059,-0.101631059,21.14,45.000045
144,00971TAF8 Corp,AKAM,AKAM 0 02/15/19,2/13/2014,2/15/2019,-,No,-,690,0.499916262,0,89.56480461,11.1651,89.5648,11.1651,No,,104.4925,Yes,Tax-Integrated,104.4925,0.75,20.3,0.02942029,60,669.7,2/15/2019,Maturity,5,59.71,59.71,70.78,0.034561474,0.062067343,80.7147,89.56480461
145,88160RAB7 Corp,TSLA,TSLA 0 1/4 03/01/19,2/27/2014,3/1/2019,-,No,-,920,0.42500198,0.0025,359.8675687,2.7788,359.8676,2.7788,No,,,No,,,,,,,920,3/1/2019,Maturity,5,252.54,16.836,21.3253,0.04830033,0.048300657,319.88,359.8675687
146,88160RAC5 Corp,TSLA,TSLA 1 1/4 03/01/21,2/27/2014,3/1/2021,-,No,-,1380,0.42500198,0.0125,359.8676147,2.7788,71.9735,13.894,Yes,0.199999974,,No,,,,,,,1380,3/1/2021,Maturity,7,50.508,16.836,225.1667,0.447571589,0.447571559,675.5,71.97351375
147,292554AG7 Corp,ECPG,ECPG 2 7/8 03/15/21,3/5/2014,3/15/2021,-,No,-,161,0.250052621,0.02875,59.38735999,16.8386,59.3874,16.8386,No,,83.1425,Yes,Capped Call,83.1425,0.75,19.5,0.121118012,30,141.5,3/15/2021,Maturity,7,47.51,47.51,41.62,-0.018657501,-0.044667613,34.46,59.38735999
148,92763WAA1 Corp,VIPS,VIPS 1 1/2 03/15/19,3/11/2014,3/15/2019,-,No,3/15/2017,632.5,0.400027828,0.015,201.2355957,4.9693,20.1236,49.693,Yes,0.099999995,,No,,,,,,,632.5,3/15/2017,Put,3,143.74,14.374,13.46,-0.021582447,-0.544570756,13.46,20.12355865
149,143905AL1 Corp,CSV,CSV 2 3/4 03/15/21,3/13/2014,3/15/2021,-,No,-,143.75,0.32472108,0.0275,22.56480026,44.3169,21.7053,46.0717,Yes,0.961909622,,No,,,,,,,143.75,3/15/2021,Maturity,7,17.03,17.03,36.14,0.113383828,0.113383828,36.14,21.70529848
150,98426TAA4 Corp,YY,JOYY 2 1/4 04/01/19,3/18/2014,4/1/2019,-,No,4/1/2017,400,0.35,0.0225,110.70029,9.0334,110.7003,9.0334,No,,,No,,,,,,,400,4/1/2017,Put,3,82.00021484,82.00021484,#N/A N/A,#VALUE!,#VALUE!,#N/A N/A,110.70029
151,63633DAE4 Corp,NHI,NHI 3 1/4 04/01/21,3/19/2014,4/1/2021,-,No,-,200,0.200033422,0.0325,71.80812836,13.926,66.8901,14.9499,Yes,0.931511252,,No,,,,,,,200,4/1/2021,Maturity,7,59.84,59.84,72.28,0.027217818,0.027217818,72.28,66.89007953
152,74348TAP7 Corp,PSEC,PSEC 4 3/4 04/15/20,4/7/2014,4/15/2020,-,No,-,400,0.150278293,0.0475,12.39700031,80.6647,12.3966,80.667,No,,,No,,,,,,,400,4/15/2020,Maturity,6,10.78,10.78,4.45,-0.13663747,-0.13663747,4.45,12.39664299
153,874080AA2 Corp,TAL,TAL 2 1/2 05/15/19,5/15/2014,5/15/2019,-,No,5/15/2017,230,0.300197824,0.025,26.2859993,38.0431,4.3633,229.1856,Yes,0.9999991,,No,,,,,,,230,5/15/2017,Put,3,20.22,3.37,21.3283,0.849731873,0.849732836,127.97,26.28597564
154,538034AH2 Corp,LYV,LYV 2 1/2 05/15/19,5/19/2014,5/15/2019,-,No,-,275,0.525065963,0.025,34.67851285,28.8363,34.6785,28.8363,No,,,No,,,,,,,275,5/15/2019,Maturity,5,22.74,22.74,64.15,0.231067501,0.231067501,64.15,34.67851285
155,647551AA8 Corp,NMFC,NMFC 5 06/15/19,5/28/2014,6/15/2019,-,No,-,155.25,0.125,0.05,15.93000031,62.7746,15.8029,63.2794,No,,,No,,,,,,,155.25,6/15/2019,Maturity,5,14.16,14.16,14.05,-0.001543952,-0.001543952,14.05,15.80293113
156,45784PAD3 Corp,PODD,PODD 2 06/15/19,6/3/2014,6/15/2019,6/20/2017,Soft/Call,-,201.25,0.325071225,0.02,46.50751794,21.5019,46.5075,21.5019,No,,,No,,,,,,,201.25,6/15/2019,Maturity,5,35.1,35.1,115.09,0.266085421,0.266085421,115.09,46.50751794
157,47012EAG1 Corp,JAKK,JAKK 4 7/8 06/01/20,6/3/2014,6/1/2020,-,No,-,115,0.250324254,0.04875,9.637504542,103.7613,9.6375,103.7613,No,,,No,,,,,,,115,6/1/2020,Maturity,6,7.71,77.1,6,-0.346852113,-0.346852113,0.6,9.637532406
158,452327AE9 Corp,ILMN,ILMN 0 06/15/19,6/5/2014,6/15/2019,-,No,-,632.5,0.550003047,0,254.3364362,3.9318,254.3364,3.9318,No,,,No,,,,,,,632.5,6/15/2019,Maturity,5,164.09,159.468,334.311,0.158617811,0.158617391,344,254.3364362
159,452327AG4 Corp,ILMN,ILMN 0 1/2 06/15/21,6/5/2014,6/15/2021,-,No,-,517.5,0.550003047,0.005,254.3364362,3.9318,254.3364,3.9318,No,,,No,,,,,,,517.5,6/15/2021,Maturity,7,164.09,159.468,439.405,0.155143496,0.155143257,452.14,254.3364362
160,87238QAA1 Corp,TCPC,TCPC 5 1/4 12/15/19,6/11/2014,12/15/2019,-,No,-,108,0.124856816,0.0525,19.64250638,50.91,19.6425,50.91,No,,,No,,,,,,,108,12/15/2019,Maturity,5.5,17.46,17.46,14.44,-0.033872583,-0.033872583,14.44,19.64250638
161,92343XAA8 Corp,VRNT,VRNT 1 1/2 06/01/21,6/12/2014,6/1/2021,-,No,-,400,0.349947644,0.015,64.46199799,15.5129,40.5479,24.6622,Yes,0.629019954,,No,,,,,,,400,6/1/2021,Maturity,7,30.4164,24.5889,46.11,0.094407404,0.06151379,46.11,40.547883
162,302301AA4 Corp,EZPW,EZPW 2 1/8 06/15/19,6/17/2014,6/15/2019,-,No,-,230,0.35,0.02125,16.06500544,62.2471,16.065,62.2471,No,,20.825,Yes,Tax-Integrated,20.825,0.75,18.5,0.080434783,80,211.5,6/15/2019,Maturity,5,11.9,11.9,9.27,-0.048776822,-0.128124054,6,16.06500544
163,761283AD2 Corp,RH,RH 0 06/15/19,6/18/2014,6/15/2019,-,No,-,350,0.350040702,0,116.086043,8.6143,116.086,8.6143,No,,171.98,Yes,Tax-Integrated,171.98,1,32.9,0.094,60,317.1,6/15/2019,Maturity,5,85.99,85.99,111.37,0.053177462,0.164099756,183.59,116.086043
164,58733RAA0 Corp,MELI,MELI 2 1/4 07/01/19,6/24/2014,7/1/2019,-,No,-,330,0.375013639,0.0225,126.0191801,7.9353,126.0192,7.9353,No,,155.81,Yes,Capped Call,155.81,0.700054555,19.7,0.05969697,30,310.3,7/1/2019,Maturity,5,91.65,91.65,611.77,0.459662269,0.454158054,600.278,126.0191801
165,697435AA3 Corp,PANW,PANW 0 07/01/19,6/24/2014,7/1/2019,-,No,-,575,0.40002539,0,110.2779003,9.068,110.2779,9.068,No,,137.8475,Yes,Tax-Integrated,137.8475,0.75,4.3,0.007478261,80,570.7,7/1/2019,Maturity,5,78.77,13.128,33.96,0.208464853,0.237460477,229.518,110.2779003
166,80918TAA7 Corp,STNG,STNG 2 3/8 07/01/19,6/24/2014,7/1/2019,7/6/2017,Soft Call,-,360,0.299573561,0.02375,12.19400024,82.0075,98.528,10.1494,Yes,8.08003853,,No,,,,,,,360,7/1/2019,Maturity,5,93.8,93.8,29.52,-0.205723521,-0.205723521,29.52,98.5279918
167,87157BAA1 Corp,SNCR,SNCR 0 3/4 08/15/19,8/6/2014,8/15/2019,-,No,-,230,0.374967675,0.0075,53.17112595,18.8072,53.1711,18.8072,No,,,No,,,,,,,230,8/15/2019,Maturity,5,38.67,348.0303,74.5201,-0.264136455,-0.264136526,8.28,53.17112595
168,292102AA8 Corp,ESRT,ESRT 2 5/8 08/15/19,8/6/2014,8/15/2019,-,No,-,250,0.224811083,0.02625,19.45299911,51.4059,19.1773,52.1451,No,,,No,,,,,,,250,8/15/2019,Maturity,5,15.88,15.88,13.03,-0.03859968,-0.03859968,13.03,19.17725731
169,472145AA9 Corp,JAZZ,JAZZ 1 7/8 08/15/21,8/7/2014,8/15/2021,8/20/2018,Soft Call,-,575,0.474970467,0.01875,199.7722596,5.0057,199.7723,5.0057,No,,,No,,,,,,,575,8/15/2021,Maturity,7,135.44,135.44,142.16,0.006919718,0.006919718,142.16,199.7722596
